receiptno,completiontime,details,transactionstatus,paidin,withdrawn,balance
AF24I9YFEF,2024-11-28,Pay Bill Online to 977108 - GOTV Acc. VIQ65XCW14FG,COMPLETED,0.0,5928.99,-639319.94
Z0UYN0OTZY,2024-11-28,"Deposit of Funds at Agent Till 397005 - Wood, Rosales and Miller Agency",COMPLETED,792.24,0.0,-638527.7
2UMDC9TFLF,2024-11-29,Pay Bill Charge,COMPLETED,0.0,35.39,-638563.09
G378MD1U0W,2024-11-29,"Pay Merchant to 947524 - Romero, Yates and Buck",COMPLETED,0.0,4242.28,-642805.37
FSKL8KH678,2024-11-29,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,101.16,-642906.53
0CUDEM2SDY,2024-11-30,Pay Bill Charge,COMPLETED,0.0,38.41,-642944.94
PUHVOX2OGA,2024-12-01,"Merchant Customer Payment from - Zimmerman, Lara and Ruiz",COMPLETED,4047.23,0.0,-638897.71
6ID493UYB0,2024-12-01,Merchant Payment Online to 740717 - Gutierrez LLC,COMPLETED,0.0,2675.08,-641572.79
RPKLRFITEQ,2024-12-01,Funds received from - 2547*******138 Christina Price,COMPLETED,2872.25,0.0,-638700.54
8QBVK5413E,2024-12-02,M-Shwari Withdrawal from Account RCLVD5BXYLV3,COMPLETED,1217.99,0.0,-637482.55
H38JSRCZJ4,2024-12-02,Salary Payment from - Smith-Johnson,COMPLETED,2252.2,0.0,-635230.35
5T6XGGZCPR,2024-12-02,Pay Bill Online to 548960 - NHIF Acc. J42I9H86IK2U,COMPLETED,0.0,8738.19,-643968.54
J7YREW40T0,2024-12-02,Airtime Purchase for 2541*******540,COMPLETED,0.0,466.74,-644435.28
PDW9D5JM7E,2024-12-02,Customer Transfer to - 2541*******733 Eddie Smith,COMPLETED,0.0,2497.63,-646932.91
YXDRBAB2E6,2024-12-03,Deposit of Funds at Agent Till 236636 - Weaver Inc Agency,COMPLETED,6136.85,0.0,-640796.06
6YVF9EJ6EE,2024-12-03,Customer Payment to Small Business from - 2542*******049 Jose Lopez,COMPLETED,1464.48,0.0,-639331.58
GVKTJ2TMDI,2024-12-03,Customer Send Money to Micro SME Business to - 2541*******118 MTUMBA SHOP,COMPLETED,0.0,564.5,-639896.08
Q9P5XN92Q2,2024-12-03,Pay Bill Online to 984312 - KPLC PREPAID Acc. Q5OL4GJAHOSA,COMPLETED,0.0,6897.62,-646793.7
O5HNOH3PN5,2024-12-04,Customer Transfer to - 2542*******508 Carlos Collins,COMPLETED,0.0,309.52,-647103.22
COYYN2SK9F,2024-12-04,"Deposit of Funds at Agent Till 697540 - Butler, Coleman and Smith Agency",COMPLETED,1395.09,0.0,-645708.13
AH4JOQN79U,2024-12-04,Small Business Transfer to Other Small Business to - KIBANDA KWA NJUGUNA,COMPLETED,0.0,652.04,-646360.17
7J119DRPW0,2024-12-04,"Merchant Payment Online to 629445 - Bush, Johnson and Fields",COMPLETED,0.0,2651.14,-649011.31
XAPSL75TOZ,2024-12-04,Pay Merchant to 264010 - Choi and Sons,COMPLETED,0.0,3984.31,-652995.62
3YS306B2G9,2024-12-05,Term Loan Disbursement - Hustler Fund,COMPLETED,2553.85,0.0,-650441.77
X18KFFB0NT,2024-12-05,M-Shwari Deposit to Account 1K2E4QCNTXWL,COMPLETED,0.0,2293.52,-652735.29
5RL0CNVEXF,2024-12-05,Deposit of Funds at Agent Till 227528 - Garcia LLC Agency,COMPLETED,819.3,0.0,-651915.99
4DUVL7PIWO,2024-12-05,Merchant Payment Online to 882506 - Cantrell-Tyler,COMPLETED,0.0,2507.42,-654423.41
Z2USXB1TO5,2024-12-06,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,1501.26,-655924.67
4XAODJR0RO,2024-12-06,Customer Transfer Fuliza to - 2540*******884 Misty Anderson,COMPLETED,0.0,2950.45,-658875.12
74QB5R2JSO,2024-12-06,Small Business Transfer to Other Small Business to - JANE'S SALON,COMPLETED,0.0,1883.07,-660758.19
QY76XWF4MZ,2024-12-06,Customer Payment to Small Business from - 2547*******903 Kathy Crawford,COMPLETED,1010.8,0.0,-659747.39
VMGOW1H796,2024-12-07,Airtime Purchase for 071*******453 - Robert Dickerson,COMPLETED,0.0,81.77,-659829.16
2NWA16X3LO,2024-12-07,Funds received from - 2547*******891 Ian Gibbs,COMPLETED,1293.92,0.0,-658535.24
HS35UBZ4SQ,2024-12-07,Customer Transfer to - 2547*******576 Victoria Brown,COMPLETED,0.0,2663.77,-661199.01
MBGEP36868,2024-12-07,"Pay Merchant to 518366 - Cruz, Ali and Miles",COMPLETED,0.0,3685.62,-664884.63
0BDO7KTHQP,2024-12-07,Airtime Purchase for 2542*******228,COMPLETED,0.0,76.62,-664961.25
GCRO5LELYV,2024-12-07,Airtime Purchase for 072*******167 - Kathy Scott,COMPLETED,0.0,133.87,-665095.12
Z8GMIULCCC,2024-12-08,Pay Bill Online to 145679 - Showmax Acc. 6F7AB1VSKJV2,COMPLETED,0.0,6760.86,-671855.98
TA6N28C3JE,2024-12-08,Funds received from - 071*******081 Michael Brown,COMPLETED,4711.28,0.0,-667144.7
WYBPKJEBR8,2024-12-09,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,1785.95,-668930.65
3A3JJCJA94,2024-12-10,Pay Bill Online to 849054 - KPLC POSTPAID Acc. ZAGVKMTLAJ9D,COMPLETED,0.0,3549.16,-672479.81
VFKSD23CYD,2024-12-10,Pay Bill Online to 347011 - Sportpesa,COMPLETED,0.0,2511.53,-674991.34
TATFBTP01C,2024-12-10,Salary Payment from - Johnson PLC,COMPLETED,1037.0,0.0,-673954.34
ELGFBCEF3A,2024-12-11,"Merchant Payment Online to 547708 - Shannon, Hamilton and Wood",COMPLETED,0.0,3558.01,-677512.35
9AY3IYED87,2024-12-11,M-Shwari Withdrawal from Account J6WEW1J6K6IL,COMPLETED,1550.16,0.0,-675962.19
45DOSZWS8B,2024-12-11,Customer Payment to Small Business from - 072*******227 Preston Fowler,COMPLETED,3157.0,0.0,-672805.19
3SM9OTPQJI,2024-12-11,M-Shwari Deposit to Account AK8IKFTYTJ6V,COMPLETED,0.0,2609.74,-675414.93
4DT713G1XX,2024-12-11,Funds received from - 071*******475 Dr. Amy Bradshaw,COMPLETED,1906.72,0.0,-673508.21
QJATCDPFPA,2024-12-12,Merchant Payment Online to 104453 - Lynch PLC,COMPLETED,0.0,2932.94,-676441.15
LRPZD0JAUF,2024-12-12,Customer Withdrawal At Agent Till 581989 - Hensley and Sons Agency,COMPLETED,0.0,6450.32,-682891.47
YOX4SW9OX9,2024-12-12,"Merchant Payment Online to 102517 - Francis, Myers and Fisher",COMPLETED,0.0,4968.04,-687859.51
YX0RUQ124S,2024-12-12,Customer Send Money to Micro SME Business received from - 070*******386 Megan George,COMPLETED,1622.94,0.0,-686236.57
UND4R29JF1,2024-12-13,Customer Transfer to - 072*******198 Michael Brown,COMPLETED,0.0,2867.32,-689103.89
YLA6LBDIQR,2024-12-13,Business Payment from - Horton-Bradley,COMPLETED,861.33,0.0,-688242.56
P1RQG0RXMP,2024-12-13,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,190.44,-688433.0
OCCFHBTDSQ,2024-12-14,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2004.64,-690437.64
NEY4M4R9BE,2024-12-15,Business Payment from - Torres Ltd,COMPLETED,2207.79,0.0,-688229.85
W6NB9XH8L5,2024-12-15,Customer Payment to Small Business from - 072*******749 James Clayton,COMPLETED,1967.0,0.0,-686262.85
9IAR98S8OS,2024-12-15,Merchant Payment Online to 218707 - Stone-Love,COMPLETED,0.0,1280.45,-687543.3
51BX1IG9YD,2024-12-16,Merchant Payment Online to 914286 - Ellison-Lyons,COMPLETED,0.0,4999.86,-692543.16
7XAWU5GB7H,2024-12-16,Pay Bill Online to 189287 - GOTV Acc. Z3JNQO47KDT2,COMPLETED,0.0,4282.25,-696825.41
LVUFPA2SEZ,2024-12-17,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2302.46,-699127.87
7SOCMEWVOA,2024-12-17,Customer Payment to Small Business from - 072*******509 Preston Fowler,COMPLETED,1918.24,0.0,-697209.63
Y6P43VPWVW,2024-12-18,Customer Payment to Small Business from - 2542*******247 Timothy Kelly,COMPLETED,2199.8,0.0,-695009.83
W60QY5JXRJ,2024-12-18,Customer Transfer of Funds Charge,COMPLETED,0.0,20.51,-695030.34
7VQ0O5ZDED,2024-12-18,Pay Bill Charge,COMPLETED,0.0,36.91,-695067.25
8WYAKME6S0,2024-12-18,"Deposit of Funds at Agent Till 902232 - Butler, Coleman and Smith Agency",COMPLETED,7013.03,0.0,-688054.22
EGWC6JSS9M,2024-12-18,Airtime Purchase for 2540*******406,COMPLETED,0.0,167.44,-688221.66
CM97JKO60Q,2024-12-18,M-Shwari Deposit to Account LBK70ZN34Y1M,COMPLETED,0.0,559.6,-688781.26
3TKF7PLA3F,2024-12-18,Customer Transfer to - 2541*******799 Kathy Scott,COMPLETED,0.0,1599.33,-690380.59
PIT2CS4XXX,2024-12-19,Customer Transfer to - 2541*******806 Carlos Collins,COMPLETED,0.0,2526.33,-692906.92
OHUSRYISER,2024-12-20,Merchant Payment Online to 648357 - Ellison-Lyons,COMPLETED,0.0,3401.91,-696308.83
1SSQMI5COJ,2024-12-20,Customer Withdrawal At Agent Till 163946 - Jones-Chaney Agency,COMPLETED,0.0,9633.07,-705941.9
U830TEYOGR,2024-12-20,Airtime Purchase for 2540*******773,COMPLETED,0.0,260.05,-706201.95
LPOBJWII6O,2024-12-20,Reversal of Transaction 2O2FAOLJC5 - James Ayala,COMPLETED,1975.36,0.0,-704226.59
6CBF5FQCAR,2024-12-20,Pay Bill Online to 729229 - Betika Acc. PUXU7HW34Z4X,COMPLETED,0.0,3717.04,-707943.63
MLSFTN640H,2024-12-20,Airtime Purchase for 072*******978,COMPLETED,0.0,222.08,-708165.71
I6Q76LQDVI,2024-12-21,Pay Bill Charge,COMPLETED,0.0,25.17,-708190.88
8V4TI5JZKY,2024-12-21,Pay Bill Online to 423643 - Equity Bank,COMPLETED,0.0,9164.45,-717355.33
SS0UGWOMUA,2024-12-21,Customer Send Money to Micro SME Business received from - 2542*******127 Carlos Collins,COMPLETED,3129.61,0.0,-714225.72
W76MTEYXP1,2024-12-21,Pay Bill Charge,COMPLETED,0.0,16.8,-714242.52
OU77M0UP7S,2024-12-22,Customer Transfer of Funds Charge,COMPLETED,0.0,33.09,-714275.61
LAOQ9QSQZ0,2024-12-22,Customer Send Money to Micro SME Business with Fuliza MPesa to - 2542*******764 CHEMIST PLUS,COMPLETED,0.0,605.06,-714880.67
VDA0CEYFG9,2024-12-22,Customer Send Money to Micro SME Business received from - 2542*******124 Teresa Lewis,COMPLETED,1220.12,0.0,-713660.55
L7LIYB8JAM,2024-12-22,Customer Transfer to - 070*******114 Jose Lopez,COMPLETED,0.0,2090.34,-715750.89
NZRMOQDGV6,2024-12-22,Customer Transfer to - 071*******212 David Lucas,COMPLETED,0.0,297.63,-716048.52
MUDL67LYJF,2024-12-23,Promotion Payment from - Moyer-Austin,COMPLETED,3863.38,0.0,-712185.14
NTNAOP4NEL,2024-12-23,Customer Transfer of Funds Charge,COMPLETED,0.0,24.63,-712209.77
NG99YJU9DB,2024-12-23,Customer Transfer of Funds Charge,COMPLETED,0.0,35.15,-712244.92
98G7JPRFPB,2024-12-24,Merchant Customer Payment from - Richardson LLC,COMPLETED,1005.1,0.0,-711239.82
YOY4JDG63O,2024-12-24,M-Shwari Withdrawal from Account ENLBXKEZ7RCY,COMPLETED,4124.12,0.0,-707115.7
DZJDIVQX5Z,2024-12-24,Funds received from - 2540*******501 Karen Brown,COMPLETED,1354.8,0.0,-705760.9
OKFZ1UCT0Q,2024-12-24,Customer Transfer of Funds Charge,COMPLETED,0.0,13.95,-705774.85
2015WVT27V,2024-12-24,Funds received from - 2542*******788 Karen Brown,COMPLETED,552.71,0.0,-705222.14
R3XHAGZT4C,2024-12-24,Customer Payment to Small Business to - 077*******994 MPESA AGENT 001,COMPLETED,0.0,1949.69,-707171.83
MF0X3MOXE8,2024-12-25,Customer Send Money to Micro SME Business to - 2542*******667 MTUMBA SHOP,COMPLETED,0.0,1689.12,-708860.95
M65A7HZ6AR,2024-12-25,Customer Send Money to Micro SME Business to - 2540*******098 KINYOZI BARBER,COMPLETED,0.0,2789.31,-711650.26
QO6GP6H2TI,2024-12-25,Pay Bill Online to 241763 - KPLC POSTPAID Acc. PX7ISLCZV4WS,COMPLETED,0.0,2636.33,-714286.59
5US977572M,2024-12-26,Customer Transfer to - 072*******526 Morgan Ellis,COMPLETED,0.0,2286.5,-716573.09
NMFIKYAV29,2024-12-26,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,146.83,-716719.92
9YTWMZ2TG7,2024-12-26,Pay Bill Online to 425619 - Equity Bank Acc. G5FPJL1EGNPK,COMPLETED,0.0,1594.47,-718314.39
R8GXMMYLXF,2024-12-26,Customer Transfer to - 2542*******729 Misty Anderson,COMPLETED,0.0,2476.24,-720790.63
7684G1ZUF8,2024-12-27,Airtime Purchase for 072*******710,COMPLETED,0.0,105.61,-720896.24
GN3QDF3GX7,2024-12-27,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2603.43,-723499.67
OKX7NLJV4P,2024-12-27,Customer Transfer to - 072*******445 Charles King,COMPLETED,0.0,2325.01,-725824.68
52YAMRXFMI,2024-12-27,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,308.51,-726133.19
1WXXX0YZI1,2024-12-27,Customer Transfer to - 2540*******572 John Campbell,COMPLETED,0.0,2405.04,-728538.23
KNZSZAST8P,2024-12-27,Pay Bill Charge,COMPLETED,0.0,37.26,-728575.49
DDV245SRDQ,2024-12-27,Customer Transfer of Funds Charge,COMPLETED,0.0,32.86,-728608.35
IXN2AT14D9,2024-12-27,Customer Payment to Small Business to - 071*******778 MTUMBA SHOP,COMPLETED,0.0,1611.14,-730219.49
UF6KJ172JQ,2024-12-27,Pay Bill Charge,COMPLETED,0.0,24.27,-730243.76
Z24RNB2O9C,2024-12-27,Customer Payment to Small Business to - 2547*******114 MAMA MBOGA TRADERS,COMPLETED,0.0,2627.59,-732871.35
9GLGON84LC,2024-12-28,Customer Send Money to Micro SME Business received from - 2542*******302 Susan Burns,COMPLETED,3236.0,0.0,-729635.35
UYR1SJ6GG9,2024-12-28,Funds received from - 2540*******817 James Rodriguez,COMPLETED,2610.96,0.0,-727024.39
RJQE4ZAQ5T,2024-12-28,Funds received from - 2540*******887 Corey Ward,COMPLETED,4081.14,0.0,-722943.25
JUCB69BH48,2024-12-28,Customer Transfer to - 072*******219 Mary Lawrence,COMPLETED,0.0,2332.81,-725276.06
N622P2BERK,2024-12-28,"Deposit of Funds at Agent Till 426786 - Wood, Rosales and Miller Agency",COMPLETED,1853.65,0.0,-723422.41
5ZL2VRG8G2,2024-12-29,Airtime Purchase for 077*******726,COMPLETED,0.0,360.81,-723783.22
42ZIM5JI45,2024-12-30,Airtime Purchase for 2542*******903 - Megan George,COMPLETED,0.0,163.3,-723946.52
681LPDCW9E,2024-12-30,Customer Transfer to - 071*******752 Misty Anderson,COMPLETED,0.0,1179.39,-725125.91
026GKUDDYC,2024-12-30,Customer Payment to Small Business from - 072*******254 Preston Fowler,COMPLETED,4154.91,0.0,-720971.0
QQQ1BXOQ1D,2024-12-31,"Salary Payment from - Sullivan, Buck and Smith",COMPLETED,3647.96,0.0,-717323.04
1CMOCLPI60,2024-12-31,Term Loan Disbursement - Hustler Fund,COMPLETED,649.79,0.0,-716673.25
0MZ6PP6H8T,2024-12-31,Pay Bill Charge,COMPLETED,0.0,23.56,-716696.81
ZCCY8DQV51,2024-12-31,Small Business Payment to - 2547*******614 James Rodriguez,COMPLETED,0.0,2667.14,-719363.95
